hard_templates
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name WHERE col_name = string ) AND col_name = string ;
SELECT col_name FROM table_name WHERE col_name IN ( SELECT col_name FROM table_name WHERE col_name = ( SELECT MAX ( col_name ) FROM table_name ) );
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = ( SELECT MIN ( col_name ) FROM table_name );
SELECT col_name FROM table_name WHERE col_name = ( SELECT MIN ( col_name ) FROM table_name );
SELECT col_name FROM table_name WHERE col_name = ( SELECT MIN ( col_name ) FROM table_name );
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name > num AND col_name = string ;
SELECT col_name FROM state;
SELECT col_name FROM state;
SELECT col_name FROM state;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
SELECT col_name FROM table_name WHERE col_name = string ;
