table_name,column_name,column_type
Accounts,account_id,num
Accounts,customer_id,num
Accounts,account_name,string
Accounts,other_account_details,string
Customers,customer_id,num
Customers,customer_first_name,string
Customers,customer_last_name,string
Customers,customer_address,string
Customers,customer_phone,string
Customers,customer_email,string
Customers,other_customer_details,string
Customers_Cards,card_id,num
Customers_Cards,customer_id,num
Customers_Cards,card_type_code,string
Customers_Cards,card_number,string
Customers_Cards,date_valid_from,date
Customers_Cards,date_valid_to,date
Customers_Cards,other_card_details,string
Financial_Transactions,transaction_id,num
Financial_Transactions,previous_transaction_id,num
Financial_Transactions,account_id,num
Financial_Transactions,card_id,num
Financial_Transactions,transaction_type,string
Financial_Transactions,transaction_date,date
Financial_Transactions,transaction_amount,num
Financial_Transactions,transaction_comment,string
Financial_Transactions,other_transaction_details,string
